=== LIB SWEEP (--skip reconstruct::) ===
    Finished `test` profile [unoptimized + debuginfo] target(s) in 0.95s
     Running unittests src/lib.rs (/data0/axeyum/dt-field-expansion-target-check/debug/deps/axeyum_solver-acf47eaa496561d6)
test qinst_egraph::tests::exact_instance_provenance_justifies_later_detached_literal ... ok
test qinst_egraph::tests::expired_online_deadline_declines_before_encoding ... ok
test qinst_egraph::tests::extraction_keeps_a_genuine_top_level_refutation ... ok
test qinst_egraph::tests::forall_inside_ite_then_branch_is_not_refuted ... ok
test qinst_egraph::tests::forall_under_or_with_sat_ground_branch_is_not_refuted ... ok
test qinst_egraph::tests::checked_detached_units_reduce_qf_term_volume ... ok
test qinst_egraph::tests::generated_equality_reason_falls_back_to_complete_source_instance ... ok
test qinst_egraph::tests::generated_ground_admission_requires_checked_source_provenance ... ok
test qinst_egraph::tests::generation_delta_candidates_avoid_full_affected_pattern_rescan ... ok
test qinst_egraph::tests::ground_budget_override_is_scoped_to_the_guard ... ok
test qinst_egraph::tests::ground_count_limit_replays_an_available_qf_refutation ... ok
test qinst_egraph::tests::instantiates_a_multi_pattern_trigger ... ok
test qinst_egraph::tests::instantiates_a_two_variable_quantifier ... ok
test qinst_egraph::tests::instantiates_over_a_binary_trigger_with_a_ground_argument ... ok
test qinst_egraph::tests::instantiates_over_a_nested_trigger ... ok
test qinst_egraph::tests::instantiates_over_ground_applications ... ok
test qinst_egraph::tests::instantiation_is_modulo_congruence ... ok
test qinst_egraph::tests::instantiation_loop_passes_through_quantifier_free ... ok
test qinst_egraph::tests::instantiation_loop_refutes_a_quantified_contradiction ... ok
test qinst_egraph::tests::instantiation_loop_refutes_across_multiple_rounds ... ok
test lra_online::tests::restarts_fire_and_keep_the_verdict ... ok
test bv_defined_enum::tests::certifies_finite_field_xor_soundness ... ok
test qinst_egraph::tests::lazy_clause_classification_is_conservative ... ok
test qinst_egraph::tests::lazy_clause_truth_uses_ground_congruence ... ok
test qinst_egraph::tests::lazy_discovery_refutes_through_a_quantifier_exposed_by_an_instantiation ... ok
test qinst_egraph::tests::lazy_discovery_registers_the_universal_an_instantiation_exposes ... ok
test qinst_egraph::tests::internal_session_declines_tuple_join_above_ground_budget ... ok
test qinst_egraph::tests::negated_false_universal_is_not_refuted ... ok
test qinst_egraph::tests::nested_ground_budget_guards_restore_the_enclosing_arm ... ok
test qinst_egraph::tests::merge_candidate_queue_matches_full_rebuild_and_executes_one_root ... ok
test qinst_egraph::tests::nested_registration_scan_does_not_unfold_a_shared_dag ... ok
test qinst_egraph::tests::nested_registration_scan_still_registers_a_disjunctive_universal ... ok
test qinst_egraph::tests::nested_trigger_fires_through_congruence_involution ... ok
test qinst_egraph::tests::nested_xor_instantiation_declines_near_misses ... ok
test qinst_egraph::tests::nested_xor_instantiation_refutes_issue4433 ... ok
test qinst_egraph::tests::lazy_clause_batch_prioritizes_one_conflict_among_256_matches ... ok
test qinst_egraph::tests::non_forall_or_no_trigger_yields_nothing ... ok
test qinst_egraph::tests::online_quantifier_session_declines_unsupported_boolean_skeleton ... ok
test qinst_egraph::tests::online_quantifier_session_mixes_full_clause_and_dynamic_disequality ... ok
test qinst_egraph::tests::only_the_round_ceiling_exit_claims_a_round_budget ... ok
test qinst_egraph::tests::open_universal_is_not_treated_as_closed ... ok
test bmc::tests::memory_bmc_reaches_a_written_cell ... ok
test qinst_egraph::tests::positive_replacement_builds_the_entailed_clause_not_the_bare_instance ... ok
test qinst_egraph::tests::positive_replacement_keeps_uninstantiated_owner_binders_quantified ... ok
test qinst_egraph::tests::positive_replacement_refuses_a_path_that_crosses_a_binder ... ok
test qinst_egraph::tests::positive_replacement_refuses_a_shadowed_binder ... ok
test qinst_egraph::tests::positive_replacement_refuses_partial_and_capturing_substitutions ... ok
test qinst_egraph::tests::quantifier_patterns_are_a_hint_and_not_part_of_the_term ... ok
test qinst_egraph::tests::recursive_generated_provenance_checks_three_stage_propagation ... ok
test qinst_egraph::tests::recursive_provenance_chain_reduces_complete_instance_volume ... ok
test qinst_egraph::tests::recursive_provenance_rejects_over_depth_chain ... ok
test qinst_egraph::tests::recursive_provenance_table_is_exact_and_canonical ... ok
test qinst_egraph::tests::registered_instances_must_not_refute_a_satisfiable_query ... ok
test auto::tests::pathological_overbound_stays_terminal_under_every_policy ... FAILED
test qinst_egraph::tests::relevance_policy_arms_are_distinct_and_named ... ok
test qinst_egraph::tests::relevance_policy_guards_nest_and_restore ... ok
test qinst_egraph::tests::retained_substitution_join_uses_current_eclass_roots ... ok
test qinst_egraph::tests::round_ceiling_guard_is_scoped_and_nests ... ok
test qinst_egraph::tests::relevance_funnel_counts_what_the_policy_saw ... ok
test qinst_egraph::tests::scoped_sat_candidate_equality_unlocks_nested_trigger_and_then_pops ... ok
test qinst_egraph::tests::selective_merge_queue_enables_ground_subpattern_match ... ok
test qinst_egraph::tests::selective_merge_queue_enables_nested_trigger_match ... ok
test qinst_egraph::tests::scoped_candidate_paths_match_full_scan_with_one_of_many_patterns ... ok
test qinst_egraph::tests::shipped_ground_budget_is_the_scaled_shipped_ceiling ... ok
test qinst_egraph::tests::shipped_relevance_policy_is_the_shipped_selection ... ok
test qinst_egraph::tests::skolem_prime_override_is_scoped_to_the_guard ... ok
test qinst_egraph::tests::skolem_priming_builds_the_application_at_the_arguments_it_claims ... ok
test qinst_egraph::tests::skolem_priming_selects_only_applications_of_a_universal_s_own_vars ... ok
test qinst_egraph::tests::term_generations_stage_derived_instances_behind_source_instances ... ok
test qinst_egraph::tests::term_invention_never_refutes_a_satisfiable_query ... ok
test qinst_egraph::tests::term_invention_refutes_a_term_starved_contradiction ... ok
test qinst_egraph::tests::term_invention_seeds_constants_from_universal_bodies ... ok
test qinst_egraph::tests::the_exit_kinds_follow_adr_1950_and_are_distinct ... ok
test qinst_egraph::tests::the_round_levers_default_to_the_shipped_constants ... ok
test qinst_egraph::tests::the_session_unions_alternatives_instead_of_intersecting_them ... ok
test qinst_egraph::tests::the_smallest_witness_lever_ships_off ... ok
test qinst_egraph::tests::the_witness_selector_prefers_the_smallest_member_only_when_enabled ... ok
test qinst_egraph::tests::trigger_alt_container_candidate_is_dropped ... ok
test qinst_egraph::tests::trigger_alt_no_full_cover_falls_back ... ok
test qinst_egraph::tests::trigger_alt_order_is_smallest_first_and_total ... ok
test qinst_egraph::tests::trigger_alt_proper_subterm_is_irreflexive_and_finds_nesting ... ok
test qinst_egraph::tests::trigger_alt_raised_cap_proposes_both_incomparable ... ok
test qinst_egraph::tests::trigger_alt_shipped_cap_proposes_exactly_one ... ok
test qinst_egraph::tests::triggers_cannot_be_recorded_against_a_non_binder - should panic ... ok
test qinst_egraph::tests::valid_closed_universal_is_not_refuted ... ok
test qinst_egraph::tests::witness_tuples_expose_the_matched_witnesses ... ok
test quant_affine_growth_cert::tests::recognizes_repair_const_shape ... ok
test quant_affine_growth_cert::tests::rejects_nonpositive_or_binder_dependent_shapes ... ok
test quant_alethe::tests::ematch_sources_witness_past_cap ... ok
test quant_alethe::tests::minimal_one_instance ... ok
test quant_alethe::tests::minimal_picks_relevant_instance ... ok
test lra_online::tests::learned_clauses_are_entailed_and_shorter ... ok
test quant_alethe::tests::nested_universal_one_instance ... ok
test quant_alethe::tests::none_for_satisfiable_universal ... ok
test quant_alethe::tests::two_genuine_instances ... ok
test quant_alethe::tests::none_for_quantifier_free ... ok
test quant_alethe::tests::two_universals_both_instantiated ... ok
test quant_fourier_motzkin::tests::closed_path_decides_hole_with_integer_unsat ... ok
test quant_fourier_motzkin::tests::closed_path_declines_open_disjunctive_universal ... ok
test quant_fourier_motzkin::tests::closed_path_declines_open_single_atom_universal ... ok
test quant_fourier_motzkin::tests::closed_path_rewrites_gap_universal_to_true ... ok
test quant_fourier_motzkin::tests::integer_endpoint_rounding_is_exact ... ok
test quant_instance_set_cert::tests::a_binding_this_arena_cannot_resolve_fails_closed ... ok
test quant_instance_set_cert::tests::a_certificate_checks_against_an_independently_reparsed_arena ... ok
test quant_instance_set_cert::tests::a_certificate_for_another_query_fails_closed ... ok
test quant_instance_set_cert::tests::a_mismatched_elimination_record_is_rejected ... ok
test quant_instance_set_cert::tests::a_skolemised_refutation_survives_an_independent_reparse ... ok
test quant_instance_set_cert::tests::an_instance_with_a_tampered_binding_is_rejected ... ok
test quant_instance_set_cert::tests::an_instantiation_refutation_produces_a_certificate_that_rechecks ... ok
test qinst_egraph::tests::shared_session_interns_patterns_and_matches_complete_legacy_tuples ... ok
test quant_instance_set_cert::tests::several_instances_also_survive_an_independent_reparse ... ok
test quant_residue_cert::tests::recognizes_exact_clock_shapes ... ok
test quant_instance_set_cert::tests::true_but_insufficient_instances_are_rejected ... ok
test quant_residue_cert::tests::rejects_weakened_or_nonpositive_shapes ... ok
test quant_skolemize::tests::a_quantifier_free_query_is_reported_unchanged ... ok
test quant_skolemize::tests::a_quantifier_under_a_non_bool_ite_is_left_alone ... ok
test quant_skolemize::tests::a_quantifier_under_xor_is_expanded_rather_than_abandoned ... ok
test quant_skolemize::tests::antecedent_of_an_implication_flips_polarity ... ok
test quant_skolemize::tests::a_universal_under_a_connective_is_hoisted_to_the_front ... ok
test quant_skolemize::tests::exists_under_forall_becomes_a_skolem_function_of_that_universal ... ok
test quant_skolemize::tests::distinct_existentials_get_distinct_witnesses ... ok
test quant_skolemize::tests::negative_exists_is_universal_in_force_and_is_kept ... ok
test quant_bool_model_sat::tests::bound_boolean_enumeration_stops_at_hard_checker_caps ... ok
test quant_skolemize::tests::nested_layout_abandons_a_non_bool_mixing_position_exactly_as_prenex_does ... ok
test quant_skolemize::tests::negative_forall_is_existential_in_force_and_is_skolemized ... ok
test quant_skolemize::tests::nested_layout_keeps_a_universal_under_a_disjunction_nested ... ok
test quant_skolemize::tests::nested_layout_skolem_witness_still_depends_on_the_enclosing_universal ... ok
test quant_skolemize::tests::nested_layout_skolemizes_the_same_binders_as_prenex ... ok
test quant_skolemize::tests::positive_top_level_exists_becomes_a_skolem_constant ... ok
test quant_skolemize::tests::the_shipped_layout_is_nested_when_the_variable_is_absent ... ok
test quant_skolemize::tests::two_branches_reusing_one_bound_symbol_do_not_share_a_hoisted_variable ... ok
test quant_uf_model_sat_cert::tests::constant_distinct_uf_default_certifies_vacuous_guard ... ok
test quant_uf_model_sat_cert::tests::finite_domain_check_does_not_leak_binder_into_free_occurrence ... ok
test quant_uf_model_sat_cert::tests::fresh_value_avoids_the_complete_special_set ... ok
test quant_uf_model_sat_cert::tests::position_gate_accepts_direct_and_repeated_arguments ... ok
test quant_skolemize::tests::nested_layout_gives_two_reused_binders_distinct_symbols ... ok
test quant_uf_model_sat_cert::tests::position_gate_rejects_interpreted_occurrence ... ok
test quant_skolemize::tests::nested_layout_keeps_a_universal_under_a_connective_in_place ... ok
test quant_uf_model_sat_cert::tests::single_int_profile_falsifier_uses_exact_table_keys ... ok
test route_trace::json_tests::a_trace_with_no_recorded_features_renders_no_features_member ... ok
test quant_valid_universal::tests::expired_shared_budget_skips_validity_subsolves ... ok
test route_trace::json_tests::a_trace_with_recorded_features_renders_the_member ... ok
test route_trace::json_tests::absorb_preserves_the_first_recorded_features ... ok
test route_trace::json_tests::an_unsupported_decline_with_a_message_renders_the_message ... ok
test route_trace::json_tests::budget_kinds_map_onto_their_stable_wire_names ... ok
test route_trace::json_tests::default_to_json_is_unchanged_by_timing_support ... ok
test route_trace::json_tests::detail_strings_are_json_escaped ... ok
test route_trace::json_tests::declined_then_decided_carries_two_elapsed_values_summing_to_total ... ok
test route_trace::json_tests::every_outcome_variant_renders_its_documented_shape ... ok
test route_trace::json_tests::empty_trace_renders_an_empty_attempt_list ... ok
test route_trace::json_tests::rendering_is_byte_stable_and_preserves_dispatch_order ... ok
test route_trace::json_tests::record_features_is_first_writer_wins_within_one_trace ... ok
test route_trace::json_tests::route_trace_equality_ignores_timing ... ok
test route_trace::json_tests::to_json_with_timing_adds_elapsed_ns_per_attempt_only ... ok
test route_trace::partial_tests::a_completed_trace_renders_partial_false ... ok
test route_trace::partial_tests::a_partial_reading_renders_its_boundary_and_its_open_segment ... ok
test route_trace::partial_tests::a_partial_reading_with_no_recorded_attempt_names_null ... ok
test route_trace::partial_tests::equality_separates_a_partial_reading_from_a_completed_one ... ok
test route_trace::partial_tests::the_timed_serializer_carries_completeness_as_well ... ok
test route_trace::route_enum_tests::a_dispatch_rung_label_is_deliberately_not_a_route ... ok
test route_trace::route_enum_tests::as_str_and_from_wire_round_trip_over_every_variant ... ok
test route_trace::route_enum_tests::every_constant_keeps_the_exact_bytes_it_had_before_the_enum ... ok
test route_trace::route_enum_tests::the_enum_and_the_constant_modules_cover_each_other ... ok
test sat_bv_backend::tests::a_generous_deadline_does_not_change_the_budget ... ok
test sat_bv_backend::tests::a_spent_slice_delays_bve_instead_of_paying_for_setup_it_cannot_use ... ok
test sat_bv_backend::tests::a_spent_slice_delays_subsumption_as_well ... ok
test route_trace::json_tests::a_deferred_verdict_keeps_its_own_cost_and_the_trail_last_word ... ok
test sat_bv_backend::tests::both_passes_are_budgeted_by_the_same_policy ... ok
test sat_bv_backend::tests::certify_pure_gauss_declines_for_sat_xor_system ... ok
test sat_bv_backend::tests::certify_pure_gauss_declines_when_no_xor_structure ... ok
test sat_bv_backend::tests::cold_cnf_construction_profile_is_opt_in_and_partitioned ... ok
test sat_bv_backend::tests::ensure_proof_accepts_checked_without_rederivation ... ok
test sat_bv_backend::tests::ensure_proof_rederives_for_unchecked_batsat_path ... ok
test sat_bv_backend::tests::fallback_decides_xor_sat_without_trust_cost ... ok
test sat_bv_backend::tests::fallback_decides_xor_unsat_with_certificate ... ok
test sat_bv_backend::tests::fallback_skips_formula_over_clause_cap ... ok
test sat_bv_backend::tests::fallback_skips_formula_without_xor_structure ... ok
test route_trace::json_tests::taking_and_re_attaching_a_segment_preserves_the_total ... ok
test sat_bv_backend::tests::interleaved_xor_unsat_stays_trusted_not_certified ... ok
test sat_bv_backend::tests::memory_budget_encoded_ceiling_refuses_the_real_clause_count ... ok
test sat_bv_backend::tests::memory_budget_entry_probe_declines ... ok
test sat_bv_backend::tests::memory_budget_probe_after_lowering_declines ... ok
test sat_bv_backend::tests::memory_budget_probe_before_sat_search_declines ... ok
test sat_bv_backend::tests::an_unreduced_unsat_is_also_covered_and_carries_no_prefix ... ok
test sat_bv_backend::tests::native_cdcl_checks_inline_proof_for_unsat ... ok
test sat_bv_backend::tests::native_cdcl_skips_inline_check_when_not_requested ... ok
test sat_bv_backend::tests::query_certificate_declines_for_satisfiable_query ... ok
test sat_bv_backend::tests::query_certificate_for_bv_parity_chain_rechecks ... ok
test sat_bv_backend::tests::replay_eval_overflow_yields_graceful_unknown_not_panic_or_accept ... ok
test sat_bv_backend::tests::shared_guard_split_requires_one_common_antecedent ... ok
test sat_bv_backend::tests::shared_guard_split_transfers_unsat_and_replays_sat ... ok
test sat_bv_backend::tests::skipped_is_not_the_same_as_a_zero_budget ... ok
test sat_bv_backend::tests::the_granted_budget_reaches_the_pass ... ok
test sat_bv_backend::tests::memory_budget_projected_ceiling_refuses_before_lowering ... ok
test sat_bv_backend::tests::the_measurement_levers_default_to_the_shipped_constants ... ok
test sat_bv_backend::tests::without_a_deadline_bve_is_admitted_with_a_size_proportional_budget ... ok
test sat_bv_backend::tests::without_a_deadline_subsumption_is_admitted_with_a_size_proportional_budget ... ok
test sat_bv_backend::tests::the_granted_subsume_budget_reaches_the_pass ... ok
test set_cardinality::tests::recognizes_card_6_subset_union_overflow ... ok
test set_cardinality::tests::recognizes_union_upper_bound_smaller_than_operand_lower_bound ... ok
test set_cardinality::tests::rejects_tight_satisfiable_subset_union_bound ... ok
test simplex::tests::a_column_past_nvars_is_refused_rather_than_written_into_a_slack - should panic ... ok
test simplex::tests::a_fill_in_cell_the_sparse_rows_must_not_lose_decides_a_soundness_pair ... ok
test simplex::tests::a_poisoned_engine_recovers_a_consistent_tableau ... ok
test sat_bv_backend::tests::inprocessed_unsat_is_checked_against_the_original_formula ... ok
test simplex::tests::check_farkas_accepts_valid_and_rejects_invalid ... ok
test simplex::tests::check_farkas_strict_zero_sum ... ok
test simplex::tests::col_nnz_matches_a_recount_after_every_pivot ... ok
test simplex::tests::dense_and_sparse_farkas_verifiers_agree ... ok
test simplex::tests::empty_constraints_feasible ... ok
test simplex::tests::equality_system_feasible ... ok
test simplex::tests::equality_system_infeasible ... ok
test simplex::tests::both_policies_decide_identically_and_certificates_verify ... ok
test simplex::tests::farkas_holds_rejects_tampered_certificates ... ok
test simplex::tests::every_rule_agrees_on_whether_a_row_can_be_repaired ... ok
test simplex::tests::incremental_strict_vs_nonstrict_boundary ... ok
test simplex::tests::oversized_tableau_declines ... ok
test simplex::tests::incremental_agrees_with_one_shot_and_never_reports_a_false_unsat ... ok
test simplex::tests::single_var_feasible ... ok
test simplex::tests::single_var_infeasible_carries_farkas ... ok
test simplex::tests::sparse_rows_and_the_dense_round_trip_build_the_same_row ... ok
test simplex::tests::strict_contradiction_infeasible_carries_farkas ... ok
test simplex::tests::strict_interval_feasible_point_replays ... ok
test simplex::tests::strict_vs_nonstrict_boundary ... ok
test simplex::tests::tableau_invariant_holds_after_every_pivot ... ok
test simplex::tests::the_bland_fallback_is_reachable_and_verdict_preserving ... ok
test simplex::tests::the_cell_cap_counts_slack_columns_and_survives_overflow ... ok
test simplex::tests::the_cost_counters_are_populated_and_bounded_by_the_work ... ok
test simplex::tests::the_engine_reports_the_pivot_policy_it_was_built_with ... ok
test simplex::tests::the_one_shot_entry_point_hands_the_pivot_loop_its_deadline ... ok
test sat_bv_backend::tests::xor_units_never_break_the_link_silently ... ok
test simplex::tests::the_sparse_entry_point_decides_exactly_what_the_dense_one_decides ... ok
test simplex::tests::the_tie_break_is_seeded_and_reproducible ... ok
test simplex::tests::two_var_feasible ... ok
test simplex::tests::two_var_infeasible ... ok
test simplex::tests::two_var_strict_feasible_replays ... ok
test simplex::tests::the_witness_boundary_discards_an_exact_model_that_exceeds_i128 ... ok
test skolem_alethe::tests::exists_forall_emits ... ok
test skolem_alethe::tests::no_existential_is_none ... ok
test smtlib::enum_candidate_budget_tests::default_budget_has_no_load_sensitive_implicit_deadline ... ok
test smtlib::pack_source_string_tests::a_code_point_above_a_byte_declines_rather_than_masking ... ok
test smtlib::pack_source_string_tests::a_non_bitvector_element_declines ... ok
test smtlib::pack_source_string_tests::a_width_that_is_not_a_packed_layout_declines ... ok
test smtlib::pack_source_string_tests::a_witness_exactly_at_the_cap_packs ... ok
test simplex::tests::warm_start_after_retraction_matches_a_cold_engine ... ok
test smtlib::pack_source_string_tests::a_witness_far_past_the_cap_declines_without_overflowing_the_shift ... ok
test smtlib::pack_source_string_tests::a_witness_past_the_cap_declines_and_is_not_truncated ... ok
test smtlib::pack_source_string_tests::an_ordinary_ascii_witness_packs_and_round_trips ... ok
test smtlib::pack_source_string_tests::the_declared_width_is_a_packed_string_layout_with_a_cap_of_twelve ... ok
test smtlib::pack_source_string_tests::len_width_matches_the_layout_it_mirrors ... ok
test smtlib::pack_source_string_tests::the_empty_witness_packs_to_a_zero_length_field ... ok
test smtlib::pack_source_string_tests::the_largest_byte_still_packs ... ok
test solver::tests::facade_maximize_lia ... ok
test qinst_egraph::tests::compiled_parent_paths_beat_shared_root_declaration_invalidation ... ok
test simplex::tests::simplex_agrees_with_fourier_motzkin ... ok
test span_log::tests::a_budget_decline_is_exhausted_and_names_the_bound ... ok
test span_log::tests::a_file_with_no_instruments_is_not_instrumented_never_zero ... ok
test span_log::tests::a_killed_run_leaves_the_open_span_unclosed_and_the_run_span_too ... ok
test span_log::tests::a_loop_whose_rounds_were_never_timed_says_the_distribution_is_absent ... ok
test span_log::tests::a_per_query_instrument_is_unattributed_when_the_ladder_is_ambiguous ... ok
test span_log::tests::a_refinement_loop_is_one_span_per_loop_carrying_its_own_round_histogram ... ok
test solver::tests::facade_unsat_core ... ok
test span_log::tests::a_route_labelled_instrument_attaches_to_its_route ... ok
test span_log::tests::an_incomplete_unknown_is_not_reported_as_a_budget ... ok
test span_log::tests::division_comes_from_a_path_segment_not_a_substring ... ok
test span_log::tests::every_emitted_line_is_one_json_object_with_no_raw_control_characters ... ok
test span_log::tests::an_in_flight_reading_marks_every_span_it_produced_incomplete ... ok
test span_log::tests::the_integer_routes_reach_the_work_axis_with_no_stage_span ... ok
test span_log::tests::the_ladder_is_sequential_not_nested ... ok
test string_length_cert::tests::a_certificate_for_another_query_is_rejected ... ok
test string_length_cert::tests::a_case_split_missing_an_arm_is_rejected ... ok
test string_length_cert::tests::a_combination_that_does_not_cancel_is_rejected ... ok
test string_length_cert::tests::a_conjunctive_certificate_with_two_branches_is_rejected ... ok
test string_length_cert::tests::a_lemma_about_an_undeclared_symbol_is_rejected ... ok
test string_length_cert::tests::a_lemma_whose_premise_the_query_does_not_assert_is_rejected ... ok
test string_length_cert::tests::a_malformed_multiplier_is_rejected ... ok
test string_length_cert::tests::a_negated_equality_is_not_a_linear_atom ... ok
test string_length_cert::tests::a_negative_multiplier_on_an_inequality_is_rejected ... ok
test string_length_cert::tests::a_nonstrict_combination_cancelling_to_zero_is_rejected ... ok
test string_length_cert::tests::a_fact_named_twice_in_one_combination_is_rejected ... ok
test string_length_cert::tests::a_reference_to_a_fact_that_does_not_exist_is_rejected ... ok
test string_length_cert::tests::a_split_arm_the_abstraction_cannot_read_is_rejected ... ok
test string_length_cert::tests::a_split_on_a_non_disjunction_is_rejected ... ok
test string_length_cert::tests::a_split_on_an_implication_is_rejected ... ok
test string_length_cert::tests::a_split_with_an_unreadable_arm_is_declined ... ok
test string_length_cert::tests::a_strict_combination_cancelling_to_zero_is_accepted ... ok
test string_length_cert::tests::a_zero_multiplier_on_an_equality_is_rejected ... ok
test string_length_cert::tests::all_three_corpus_shapes_certify_and_verify ... ok
test string_length_cert::tests::an_empty_combination_is_rejected ... ok
test string_length_cert::tests::escaped_literals_participate_in_the_abstraction ... ok
test string_length_cert::tests::literal_lengths_are_code_points_including_escapes ... ok
test string_length_cert::tests::macros_and_incremental_scoping_are_declined ... ok
test string_length_cert::tests::a_script_with_several_queries_is_declined ... ok
test string_length_cert::tests::satisfiable_length_systems_are_declined ... ok
test string_length_cert::tests::the_code_point_cap_matches_the_parsers_alphabet_bound ... ok
test string_length_cert::tests::the_lemma_set_is_small_and_named ... ok
test string_length_cert::tests::the_producer_self_checks ... ok
test string_length_cert::tests::the_split_conjunct_cannot_also_be_used_as_a_fact ... ok
test string_theory::tests::cdclt_driver_counts_string_theory_propagation ... ok
test string_length_cert::tests::the_code_lower_bound_needs_the_singleton_premise ... ok
test string_theory::tests::propagates_variable_disequality_through_classes ... ok
test symexec::tests::backtracking_explores_sibling_paths ... ok
test symexec::tests::branch_over_bool_array_select_auto_stays_warm ... ok
test symexec::tests::branch_over_bv_array_select_auto_stays_warm ... ok
test symexec::tests::branch_over_scalar_uf_auto_stays_warm ... ok
test string_theory::tests::propagates_variable_equality_closure ... ok
test symexec::tests::branch_over_wide_bv_array_select_auto_stays_warm ... ok
test symexec::tests::enumerate_inputs_generates_a_distinct_test_suite ... ok
test symexec::tests::feasible_path_yields_a_replayable_test_input ... ok
test symexec::tests::infeasible_nested_branch_is_pruned ... ok
test symexec::tests::branch_over_wide_bv_uf_auto_stays_warm ... ok
test term_identity::tests::a_shared_ite_chain_normalizes_in_dag_size_not_path_count ... ok
test term_identity::tests::a_shared_ite_chain_with_distinct_branches_is_not_refuted ... ok
test term_identity::tests::recognizes_ite_true_identity_disequality ... ok
test term_identity::tests::rejects_nonconstant_distinct_ite_branches ... ok
test symexec::tests::optimize_objective_along_the_path_condition ... ok
test term_walk::tests::flattens_nested_binary_conjunctions_left_to_right ... ok
test term_walk::tests::preserves_non_conjunctions_and_duplicate_leaves ... ok
test theory_combination::tests::arrangement_conflict_detected_both_directions ... ok
test theory_combination::tests::classifies_proposed_equalities_against_congruence ... ok
test theory_combination::tests::interface_term_between_uf_and_bv_is_shared ... ok
test theory_combination::tests::proposes_equalities_between_equal_valued_shared_terms ... ok
test theory_combination::tests::pure_bv_query_has_no_shared_terms ... ok
test theory_combination::tests::pure_uf_query_has_no_shared_terms ... ok
test theory_combination::tests::th_eq_bus_reports_cross_theory_equalities_only ... ok
test theory_combination::tests::uf_result_feeding_bv_op_is_also_shared ... ok
test trust::tests::a_lemma_free_artifact_that_fails_its_check_is_not_certified ... ok
test trust::tests::a_lemma_free_refutation_grades_at_sat_refutation_certified ... ok
test trust::tests::a_refutation_modulo_a_lemma_never_grades_at_sat_refutation ... ok
test trust::tests::the_modulo_theory_id_is_listed_once ... ok
test uf_arith::tests::recognizes_cvc5_bug303 ... ok
test uf_arith::tests::rejects_pure_arithmetic ... ok
test uf_arith::tests::rejects_satisfiable_mixed_uf_arithmetic ... ok
test uf_fmf::tests::arithmetic_content_declines ... ok
test uf_fmf::tests::bool_parameter_function_certifies ... ok
test uf_fmf::tests::contradictory_universal_declines ... ok
test uf_fmf::tests::existential_needs_two_elements ... ok
test uf_fmf::tests::exists_under_forall_certifies ... ok
test uf_fmf::tests::mismatched_sort_cardinalities_certify ... ok
test uf_fmf::tests::simple_universal_finds_size_one_model ... ok
test ufbv_finite::tests::declines_without_pairwise_disequality_clique ... ok
test ufbv_finite::tests::exhaustive_bool_uf_declines_satisfiable_functional_graph ... ok
test ufbv_finite::tests::exhaustively_refutes_boolean_functional_graph ... ok
test ufbv_finite::tests::refutes_three_distinct_outputs_from_one_bit_domain ... ok
test ufbv_online::tests::an_unset_ufbv_lever_returns_the_shipped_cap ... ok
test ufbv_online::tests::array_disequality_projects_a_diff_witness ... ok
test ufbv_online::tests::array_flags_preserve_original_equalities_for_the_egraph ... ok
test qinst_egraph::tests::class_and_ground_filters_reduce_same_shape_path_terminals_independently ... ok
test ufbv_online::tests::array_select_congruence_refines_inside_one_search ... ok
test ufbv_online::tests::array_valued_application_and_symbol_equality_share_reads ... ok
test ufbv_online::tests::array_valued_application_projects_and_replays ... ok
test ufbv_online::tests::array_valued_uf_with_integer_components_stays_outside_aufbv ... ok
test ufbv_online::tests::bool_and_bv_array_component_matrix_projects_replayable_models ... ok
test ufbv_online::tests::boolean_array_choice_backtracks_and_projects_the_surviving_class ... ok
test ufbv_online::tests::array_then_function_congruence_reaches_a_fixpoint ... ok
test term_walk::tests::survives_a_deep_conjunction_spine ... ok
test ufbv_online::tests::bv_implied_argument_equality_refutes_uf_disequality ... ok
test ufbv_online::tests::cdclt_driver_consumes_bv_interface_propagation ... ok
test ufbv_online::tests::concrete_miss_store_chain_replays_without_row_axioms ... ok
test ufbv_online::tests::congruent_array_result_projection_unions_disjoint_observations ... ok
test ufbv_online::tests::congruent_array_valued_applications_share_equal_index_reads ... ok
test ufbv_online::tests::congruent_results_flow_into_bv_ordering ... ok
test ufbv_online::tests::bug520_materializes_only_violated_interface_pairs ... ok
test ufbv_online::tests::congruent_store_parents_schedule_select_congruence ... ok
test solver::tests::facade_solve_then_prove_unsat_to_lean ... ok
test ufbv_online::tests::disconnected_array_disequality_replays_with_class_owned_models ... ok
test ufbv_online::tests::bug520_exercises_bounded_bv_interface_propagation ... ok
test ufbv_online::tests::egraph_transitivity_avoids_the_cross_observation_cap ... ok
test ufbv_online::tests::equal_ground_values_keep_their_congruence_pair ... ok
test ufbv_online::tests::forced_array_aliases_stop_at_the_interface_cap ... ok
test ufbv_online::tests::forced_symbolic_violations_respect_materialized_interface_cap ... ok
test ufbv_online::tests::merged_array_parents_schedule_select_congruence ... ok
test ufbv_online::tests::nested_congruence_refines_to_a_fixpoint ... ok
test ufbv_online::tests::nested_row_final_checks_stay_inside_one_canonical_round ... ok
test ufbv_online::tests::non_finite_scalar_array_components_remain_outside_admission ... ok
